NO,Sub Name,Ship To,Fab Device,Customer Device,GC Version,PO NO,Invoice NO,Ship Out Date,FAB Lot ID,Wafer ID,Gross Dies,Sampling Qty,Pass Dies,NG Die,Yield,Pack Lot ID,Wafer Mark,Grade,Carton NO,WO,Lot Property,Lot Owner,Telephone,Remark,Lot Type
11,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,11,2202,,2088,114,,,,A,1,,,,,,
12,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,12,2202,,2078,124,,,,A,1,,,,,,
13,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,13,2202,,2029,173,,,,A,1,,,,,,
14,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,14,2202,,2086,116,,,,A,1,,,,,,
15,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,15,2202,,2096,106,,,,A,1,,,,,,
16,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,16,2202,,2088,114,,,,A,1,,,,,,
17,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,17,2202,,2069,133,,,,A,1,,,,,,
18,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,18,2202,,2087,115,,,,A,1,,,,,,
19,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,19,2202,,2049,153,,,,A,1,,,,,,
20,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,20,2202,,2079,123,,,,A,1,,,,,,
21,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,21,2202,,2064,138,,,,A,1,,,,,,
22,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,22,2202,,2082,120,,,,A,1,,,,,,
23,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,23,2202,,2093,109,,,,A,1,,,,,,
24,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,24,2202,,2074,128,,,,A,1,,,,,,
25,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDVB,HK2101210004,KLTC21023E5,2021/2/19,672Z8G.01,25,2202,,2014,188,,,,A,1,,,,,,
26,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,1,2202,,2063,139,,,,A,2,,,,,,
27,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,2,2202,,2101,101,,,,A,2,,,,,,
28,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,3,2202,,2061,141,,,,A,2,,,,,,
29,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,4,2202,,2097,105,,,,A,2,,,,,,
30,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,5,2202,,2067,135,,,,A,2,,,,,,
31,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,6,2202,,2087,115,,,,A,2,,,,,,
32,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,7,2202,,2007,195,,,,A,2,,,,,,
33,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,8,2202,,2096,106,,,,A,2,,,,,,
34,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,9,2202,,2054,148,,,,A,2,,,,,,
35,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,10,2202,,2097,105,,,,A,2,,,,,,
36,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,11,2202,,2082,120,,,,A,2,,,,,,
37,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,12,2202,,2105,97,,,,A,2,,,,,,
38,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,13,2202,,2100,102,,,,A,2,,,,,,
39,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,14,2202,,2077,125,,,,A,2,,,,,,
40,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,15,2202,,2098,104,,,,A,2,,,,,,
41,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,16,2202,,2096,106,,,,A,2,,,,,,
42,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,17,2202,,2101,101,,,,A,2,,,,,,
43,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,18,2202,,2105,97,,,,A,2,,,,,,
44,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,19,2202,,2100,102,,,,A,2,,,,,,
45,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,20,2202,,2119,83,,,,A,2,,,,,,
46,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,21,2202,,2108,94,,,,A,2,,,,,,
47,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,22,2202,,2120,82,,,,A,2,,,,,,
48,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,23,2202,,2087,115,,,,A,2,,,,,,
49,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,24,2202,,2107,95,,,,A,2,,,,,,
50,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,67312F.01,25,2202,,2084,118,,,,A,2,,,,,,
51,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,1,2202,,2060,142,,,,A,3,,,,,,
52,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,2,2202,,2068,134,,,,A,3,,,,,,
53,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,3,2202,,2067,135,,,,A,3,,,,,,
54,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,4,2202,,2061,141,,,,A,3,,,,,,
55,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,5,2202,,2085,117,,,,A,3,,,,,,
56,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,6,2202,,2091,111,,,,A,3,,,,,,
57,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,7,2202,,2081,121,,,,A,3,,,,,,
58,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,8,2202,,2065,137,,,,A,3,,,,,,
59,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,9,2202,,2025,177,,,,A,3,,,,,,
60,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,11,2202,,2103,99,,,,A,3,,,,,,
61,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,12,2202,,2091,111,,,,A,3,,,,,,
62,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,13,2202,,2079,123,,,,A,3,,,,,,
63,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,14,2202,,2051,151,,,,A,3,,,,,,
64,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,15,2202,,2101,101,,,,A,3,,,,,,
65,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,16,2202,,2083,119,,,,A,3,,,,,,
66,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,17,2202,,2118,84,,,,A,3,,,,,,
67,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,18,2202,,2087,115,,,,A,3,,,,,,
68,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,19,2202,,2091,111,,,,A,3,,,,,,
69,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,20,2202,,2093,109,,,,A,3,,,,,,
70,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,21,2202,,2097,105,,,,A,3,,,,,,
71,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,22,2202,,2086,116,,,,A,3,,,,,,
72,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,23,2202,,2092,110,,,,A,3,,,,,,
73,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,24,2202,,2094,108,,,,A,3,,,,,,
74,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672Z12.01,25,2202,,2065,137,,,,A,3,,,,,,
75,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,1,2202,,2000,202,,,,A,4,,,,,,
76,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,2,2202,,2035,167,,,,A,4,,,,,,
77,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,3,2202,,2046,156,,,,A,4,,,,,,
78,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,4,2202,,2026,176,,,,A,4,,,,,,
79,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,5,2202,,2012,190,,,,A,4,,,,,,
80,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,6,2202,,2027,175,,,,A,4,,,,,,
81,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,7,2202,,2039,163,,,,A,4,,,,,,
82,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,8,2202,,2047,155,,,,A,4,,,,,,
83,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,9,2202,,1738,464,,,,A,4,,,,,,
84,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,10,2202,,2049,153,,,,A,4,,,,,,
85,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,11,2202,,2019,183,,,,A,4,,,,,,
86,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,12,2202,,1987,215,,,,A,4,,,,,,
87,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,13,2202,,2048,154,,,,A,4,,,,,,
88,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,14,2202,,2005,197,,,,A,4,,,,,,
89,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,15,2202,,2021,181,,,,A,4,,,,,,
90,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,16,2202,,2058,144,,,,A,4,,,,,,
91,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,17,2202,,1997,205,,,,A,4,,,,,,
92,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,18,2202,,2018,184,,,,A,4,,,,,,
93,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,19,2202,,2039,163,,,,A,4,,,,,,
94,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,20,2202,,2040,162,,,,A,4,,,,,,
95,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,21,2202,,1985,217,,,,A,4,,,,,,
96,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,22,2202,,2034,168,,,,A,4,,,,,,
97,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,23,2202,,2024,178,,,,A,4,,,,,,
98,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,24,2202,,2041,161,,,,A,4,,,,,,
99,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,67301B.01,25,2202,,1999,203,,,,A,4,,,,,,
100,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,1,2202,,2003,199,,,,A,5,,,,,,
101,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,3,2202,,1980,222,,,,A,5,,,,,,
102,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,4,2202,,2069,133,,,,A,5,,,,,,
103,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,5,2202,,2034,168,,,,A,5,,,,,,
104,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,6,2202,,2027,175,,,,A,5,,,,,,
105,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,7,2202,,2063,139,,,,A,5,,,,,,
106,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,8,2202,,2068,134,,,,A,5,,,,,,
107,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,9,2202,,2079,123,,,,A,5,,,,,,
108,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,10,2202,,2094,108,,,,A,5,,,,,,
109,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,11,2202,,2069,133,,,,A,5,,,,,,
110,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,12,2202,,2052,150,,,,A,5,,,,,,
111,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,13,2202,,2065,137,,,,A,5,,,,,,
112,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,14,2202,,2049,153,,,,A,5,,,,,,
113,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,15,2202,,2086,116,,,,A,5,,,,,,
114,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,16,2202,,2094,108,,,,A,5,,,,,,
115,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,17,2202,,2068,134,,,,A,5,,,,,,
116,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,18,2202,,2084,118,,,,A,5,,,,,,
117,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,19,2202,,2072,130,,,,A,5,,,,,,
118,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,20,2202,,2079,123,,,,A,5,,,,,,
119,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,21,2202,,2065,137,,,,A,5,,,,,,
120,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,22,2202,,2093,109,,,,A,5,,,,,,
121,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,23,2202,,2039,163,,,,A,5,,,,,,
122,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,24,2202,,2067,135,,,,A,5,,,,,,
123,KLT,KLT_COG,S5KTHEYX01-7FD,GC5035-WC1X0-2.1,FDHE,HK2101210004,KLTC21023E5,2021/2/19,672ZRG.01,25,2202,,1983,219,,,,A,5,,,,,,
124,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,1,2202,,1994,208,,,,A,6,,,,,,
125,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,2,2202,,2098,104,,,,A,6,,,,,,
126,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,3,2202,,2110,92,,,,A,6,,,,,,
127,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,4,2202,,2088,114,,,,A,6,,,,,,
128,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,5,2202,,2108,94,,,,A,6,,,,,,
129,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,6,2202,,2070,132,,,,A,6,,,,,,
130,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,7,2202,,2117,85,,,,A,6,,,,,,
131,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,8,2202,,2083,119,,,,A,6,,,,,,
132,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,9,2202,,2081,121,,,,A,6,,,,,,
133,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,10,2202,,2104,98,,,,A,6,,,,,,
134,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,11,2202,,2091,111,,,,A,6,,,,,,
135,KLT,KLT_COG,S5KTHEYU01-7FA,GC5035B-WC1X0-2.1,FADB,HK2101180028,KLTC21023E5,2021/2/19,673002.01,12,2202,,2113,89,,,,A,6,,,,,,
